class,filename,height,width,xmax,xmin,ymax,ymin
calculator,oid_train_calculator00098.jpg,1080,1920,0.965000,0.005000,0.997778,0.000000
calculator,oid_train_calculator00099.jpg,2448,3264,0.498125,0.131250,0.937500,0.367500
calculator,oid_train_calculator00100.jpg,640,640,0.990625,0.000000,0.879687,0.000000
calculator,oid_train_calculator00101.jpg,2592,1944,0.999167,0.000000,0.999375,0.000000
calculator,oid_train_calculator00102.jpg,3264,2448,0.817500,0.000000,0.604375,0.000000
calculator,oid_train_calculator00103.jpg,2136,2848,0.650625,0.311875,0.908333,0.505000
calculator,oid_train_calculator00103.jpg,2136,2848,0.651875,0.317500,0.430833,0.060833
calculator,oid_train_calculator00104.jpg,3264,2448,0.595000,0.000000,0.999375,0.410625
calculator,oid_train_calculator00105.jpg,1672,2024,0.999375,0.000000,0.999243,0.000000
calculator,oid_train_calculator00106.jpg,468,620,0.588710,0.401613,0.474359,0.044872
calculator,oid_train_calculator00107.jpg,4672,3104,0.717780,0.116651,0.929375,0.286875
calculator,oid_train_calculator00107.jpg,4672,3104,0.979304,0.238946,0.667500,0.031875
calculator,oid_train_calculator00108.jpg,1870,1055,0.958980,0.062084,0.980000,0.033750
calculator,oid_train_calculator00110.jpg,2000,3552,0.513750,0.000000,0.998889,0.187778
calculator,oid_train_calculator00111.jpg,2000,1932,0.999353,0.000000,0.999375,0.261250
calculator,oid_train_calculator00112.jpg,2736,3648,0.974375,0.026875,0.807500,0.213333
calculator,oid_train_calculator00113.jpg,1882,2825,0.283125,0.011250,0.763380,0.446009
calculator,oid_train_calculator00113.jpg,1882,2825,0.285625,0.012500,0.765258,0.440376
calculator,oid_train_calculator00113.jpg,1882,2825,0.380000,0.149375,0.577465,0.262911
calculator,oid_train_calculator00113.jpg,1882,2825,0.382500,0.153125,0.581221,0.261033
calculator,oid_train_calculator00113.jpg,1882,2825,0.531250,0.367500,0.959624,0.550235
calculator,oid_train_calculator00113.jpg,1882,2825,0.540625,0.400625,0.502347,0.200000
calculator,oid_train_calculator00113.jpg,1882,2825,0.848125,0.563125,0.629108,0.264789
calculator,oid_train_calculator00113.jpg,1882,2825,0.849375,0.563125,0.629108,0.271362
calculator,oid_train_calculator00113.jpg,1882,2825,0.977500,0.658125,0.852582,0.567136
calculator,oid_train_calculator00113.jpg,1882,2825,0.975000,0.663125,0.854460,0.572770
calculator,oid_train_calculator00114.jpg,1536,2048,0.198125,0.000000,0.706667,0.275833
calculator,oid_train_calculator00115.jpg,1944,2592,0.825000,0.219375,0.999167,0.220000
calculator,oid_train_calculator00116.jpg,786,900,0.937778,0.226667,0.876590,0.105598
calculator,oid_train_calculator00117.jpg,2912,5184,0.604375,0.357500,0.883074,0.335189
calculator,oid_train_calculator00118.jpg,480,640,0.845312,0.225000,0.997917,0.000000
calculator,oid_train_calculator00119.jpg,2351,2712,0.464375,0.024375,0.955299,0.031002
calculator,oid_train_calculator00120.jpg,3744,5616,0.648125,0.380000,0.948405,0.738274
calculator,oid_train_calculator00121.jpg,1200,1600,0.797500,0.202500,0.999167,0.243333
calculator,oid_train_calculator00122.jpg,1280,809,0.892460,0.189122,0.959375,0.052344
calculator,oid_train_calculator00123.jpg,3072,1968,0.880000,0.098537,0.961250,0.067500
calculator,oid_train_calculator00124.jpg,2304,3072,0.999375,0.000000,0.999167,0.013333
calculator,oid_train_calculator00125.jpg,422,700,0.654286,0.348571,0.800948,0.189573
calculator,oid_train_calculator00126.jpg,1587,2231,0.969375,0.046875,0.889279,0.065905
calculator,oid_train_calculator00127.jpg,3271,3271,0.955625,0.506875,0.837500,0.094375
calculator,oid_train_calculator00128.jpg,640,480,0.741667,0.154167,0.943750,0.364062
calculator,oid_train_calculator00129.jpg,3216,4288,0.963125,0.661875,0.979167,0.356667
calculator,oid_train_calculator00130.jpg,768,1024,0.764648,0.288086,0.944010,0.074219
calculator,oid_train_calculator00131.jpg,3072,2304,0.808333,0.134167,0.981875,0.036875
calculator,oid_train_calculator00132.jpg,2592,3872,0.730000,0.327500,0.942110,0.601307
calculator,oid_train_calculator00133.jpg,450,600,0.966667,0.803333,0.722222,0.355556
calculator,oid_train_calculator00134.jpg,878,1171,0.945346,0.063194,0.969248,0.027335
calculator,oid_train_calculator00135.jpg,1060,1600,0.802500,0.000000,0.999057,0.226415
calculator,oid_train_calculator00136.jpg,720,960,0.998958,0.612500,0.998611,0.402778
calculator,oid_train_calculator00137.jpg,2056,1480,0.867072,0.135534,0.900000,0.078125
calculator,oid_train_calculator00138.jpg,612,612,0.872549,0.148693,0.980392,0.027778
calculator,oid_train_calculator00139.jpg,3264,4912,0.750625,0.277500,0.982126,0.023518
calculator,oid_train_calculator00140.jpg,2048,1536,0.785833,0.220833,0.915625,0.035000
calculator,oid_train_calculator00141.jpg,3057,2046,0.869159,0.213084,0.999375,0.454034
calculator,oid_train_calculator00142.jpg,480,640,0.959375,0.000000,0.997917,0.295833
calculator,oid_train_calculator00143.jpg,1893,2842,0.340625,0.160000,0.923944,0.476995
calculator,oid_train_calculator00143.jpg,1893,2842,0.613125,0.338125,0.388732,0.153991
calculator,oid_train_calculator00143.jpg,1893,2842,0.681250,0.381250,0.661972,0.405634
calculator,oid_train_calculator00143.jpg,1893,2842,0.772500,0.451875,0.968075,0.676995
calculator,oid_train_calculator00143.jpg,1893,2842,0.919375,0.701875,0.619718,0.184038
calculator,oid_train_calculator00145.jpg,1512,3884,0.483125,0.020625,0.895498,0.151125
calculator,oid_train_calculator00146.jpg,640,640,0.832812,0.000000,0.998438,0.315625
calculator,oid_train_calculator00146.jpg,640,640,0.839063,0.096875,0.489062,0.000000
calculator,oid_train_calculator00147.jpg,853,1280,0.802344,0.056250,0.998828,0.076202
calculator,oid_train_calculator00148.jpg,2592,3888,0.625000,0.328750,0.728893,0.157598
calculator,oid_train_calculator00149.jpg,2448,3264,0.521250,0.000625,0.794167,0.038333
calculator,oid_train_calculator00150.jpg,1944,2592,0.999375,0.180000,0.999167,0.000000
calculator,oid_train_calculator00151.jpg,2848,4288,0.294375,0.000000,0.783427,0.177966
calculator,oid_train_calculator00151.jpg,2848,4288,0.953125,0.081875,0.864407,0.206215
calculator,oid_train_calculator00151.jpg,2848,4288,0.999375,0.801875,0.687382,0.187382
calculator,oid_train_calculator00152.jpg,878,1561,0.844331,0.170404,0.955581,0.017084
calculator,oid_train_calculator00153.jpg,1936,2592,0.999375,0.683125,0.748117,0.256904
calculator,oid_train_calculator00154.jpg,590,850,0.974118,0.000000,0.957627,0.000000
calculator,oid_train_calculator00155.jpg,600,800,0.641250,0.028750,0.768333,0.183333
calculator,oid_train_calculator00155.jpg,600,800,0.995000,0.607500,0.483333,0.193333
calculator,oid_train_calculator00156.jpg,2448,3264,0.541875,0.106875,0.999167,0.408333
calculator,oid_train_calculator00157.jpg,1833,1055,0.926087,0.044565,0.973750,0.020000
calculator,oid_train_calculator00158.jpg,2448,3264,0.974375,0.581875,0.799167,0.238333
calculator,oid_train_calculator00159.jpg,1956,2542,0.992500,0.000000,0.843217,0.164907
calculator,oid_train_calculator00160.jpg,3264,4912,0.909375,0.468750,0.868297,0.081844
calculator,oid_train_calculator00161.jpg,2736,3648,0.357500,0.050000,0.712500,0.106667
calculator,oid_train_calculator00162.jpg,1536,2048,0.738125,0.261875,0.927500,0.120833
calculator,oid_train_calculator00164.jpg,1581,2376,0.996250,0.660625,0.999060,0.446429
calculator,oid_train_calculator00165.jpg,2048,3072,0.999375,0.101875,0.999062,0.054409
calculator,oid_train_calculator00166.jpg,283,424,0.997642,0.801887,0.349823,0.000000
pen,oid_train_calculator00166.jpg,283,424,0.877358,0.594340,0.996466,0.579505
calculator,oid_train_calculator00167.jpg,2465,4027,0.921250,0.618750,0.921348,0.294178
calculator,oid_train_calculator00168.jpg,640,640,0.773438,0.156250,0.939062,0.079687
calculator,oid_train_calculator00170.jpg,3000,3308,0.813125,0.000000,0.999311,0.000000
calculator,oid_train_calculator00171.jpg,3264,2448,0.829167,0.130000,0.894375,0.074375
calculator,calculator00049.jpg,3027,1725,0.9588405797101449,0.03130434782608696,0.9709283118599273,0.024777006937561942
calculator,calculator00050.jpg,2985,1757,0.9948776323278316,0.0028457598178713715,0.9721943048576215,0.012060301507537688
calculator,calculator00051.jpg,2816,2112,0.8484848484848485,0.17897727272727273,0.9779829545454546,0.029829545454545456
calculator,calculator00052.jpg,3600,2400,0.855,0.13291666666666666,0.9688888888888889,0.03777777777777778
calculator,calculator00053.jpg,1672,984,0.9786585365853658,0.08638211382113821,0.9772727272727273,0.014354066985645933
calculator,calculator00054.jpg,1123,583,0.9365351629502573,0.15608919382504288,0.93766696349065,0.048975957257346395
calculator,calculator00055.jpg,1189,595,0.9899159663865547,0.03697478991596639,0.9915895710681245,0.0159798149705635
calculator,calculator00056.jpg,3888,2592,0.8611111111111112,0.17476851851851852,0.9027777777777778,0.06867283950617284
calculator,calculator00057.jpg,348,220,0.8818181818181818,0.24545454545454545,0.9511494252873564,0.040229885057471264
calculator,calculator00058.jpg,525,700,1.0,0.0014285714285714286,0.9961904761904762,0.0038095238095238095
calculator,calculator00059.jpg,2953,4429,0.635357868593362,0.35832016256491306,0.9641043007111412,0.055198103623433796
calculator,calculator00060.jpg,340,200,0.935,0.105,0.9676470588235294,0.026470588235294117
calculator,calculator00061.jpg,429,640,0.7625,0.2953125,0.9906759906759907,0.12354312354312354
calculator,calculator00062.jpg,2592,1944,0.8652263374485597,0.25823045267489714,0.9861111111111112,0.01890432098765432
calculator,calculator00063.jpg,640,464,0.9633620689655172,0.040948275862068964,1.0,0.0296875
calculator,calculator00064.jpg,347,220,0.9409090909090909,0.03636363636363636,0.9855907780979827,0.023054755043227664
calculator,calculator00065.jpg,428,640,0.9234375,0.1109375,0.9626168224299065,0.08644859813084112
calculator,calculator00066.jpg,386,640,0.8875,0.0078125,0.8419689119170984,0.12953367875647667
calculator,calculator00067.jpg,1246,656,0.9466463414634146,0.056402439024390245,0.9807383627608347,0.028089887640449437
calculator,calculator00068.jpg,800,631,0.8969889064976229,0.08399366085578447,0.9275,0.0725
calculator,calculator00069.jpg,825,475,0.9305263157894736,0.042105263157894736,0.96,0.03878787878787879
calculator,calculator00071.jpg,640,426,0.9131455399061033,0.0892018779342723,0.9671875,0.03125
calculator,calculator00072.jpg,414,200,1.0,0.005,0.9782608695652174,0.0024154589371980675
calculator,calculator00073.jpg,1600,1403,0.9109052031361369,0.047042052744119746,0.99625,0.000625
calculator,oid_test_calculator00001.jpg,1600,1200,0.732860,0.172817,0.967931,0.169132
calculator,oid_test_calculator00002.jpg,1866,2799,0.871754,0.143738,0.905530,0.087744
calculator,oid_test_calculator00003.jpg,2592,1944,0.873961,0.097992,0.957168,0.058258
calculator,oid_test_calculator00004.jpg,640,480,0.831814,0.153691,0.903036,0.041485
calculator,oid_test_calculator00005.jpg,2448,3264,1.000000,0.000000,0.999986,0.001082
calculator,oid_test_calculator00006.jpg,1881,2909,1.000000,0.005484,0.981913,0.014090
calculator,oid_test_calculator00007.jpg,2080,900,0.858772,0.134240,0.970089,0.027767
calculator,oid_test_calculator00008.jpg,1896,2066,0.970855,0.026841,0.967506,0.033085
calculator,oid_test_calculator00009.jpg,640,640,0.967065,0.032588,0.967319,0.033212
calculator,oid_test_calculator00010.jpg,288,432,1.000000,0.000000,0.999950,0.000000
calculator,oid_test_calculator00011.jpg,2592,3872,0.475983,0.156811,0.527197,0.103278
calculator,oid_test_calculator00011.jpg,2592,3872,0.734809,0.325698,0.935518,0.476328
calculator,oid_test_calculator00011.jpg,2592,3872,0.901918,0.501848,0.520077,0.065953
calculator,oid_test_calculator00012.jpg,1224,1632,1.000000,0.000000,0.938393,0.150985
lamp,oid_train_lamp00002.jpg,3456,5184,0.323125,0.261250,0.511257,0.456848
lamp,oid_train_lamp00004.jpg,2304,3456,0.020625,0.000000,0.268293,0.216698
lamp,oid_train_lamp00004.jpg,2304,3456,0.040000,0.018125,0.266417,0.222326
lamp,oid_train_lamp00004.jpg,2304,3456,0.392500,0.371875,0.226079,0.168856
lamp,oid_train_lamp00004.jpg,2304,3456,0.420625,0.396250,0.219512,0.161351
lamp,oid_train_lamp00004.jpg,2304,3456,0.806250,0.755000,0.530019,0.333959
lamp,oid_train_lamp00005.jpg,2416,2669,0.301875,0.162500,0.459254,0.284530
lamp,oid_train_lamp00005.jpg,2416,2669,0.883125,0.166250,0.826657,0.231354
lamp,oid_train_lamp00005.jpg,2416,2669,0.618125,0.463125,0.419890,0.231354
lamp,oid_train_lamp00005.jpg,2416,2669,0.885000,0.745000,0.457182,0.289365
lamp,oid_train_lamp00006.jpg,533,800,0.025000,0.000000,0.305816,0.181989
lamp,oid_train_lamp00006.jpg,533,800,0.098750,0.070000,0.273921,0.127580
lamp,oid_train_lamp00006.jpg,533,800,0.111250,0.101250,0.485929,0.461538
lamp,oid_train_lamp00006.jpg,533,800,0.208750,0.163750,0.225141,0.037523
lamp,oid_train_lamp00006.jpg,533,800,0.241250,0.221250,0.418386,0.369606
lamp,oid_train_lamp00006.jpg,533,800,0.356250,0.306250,0.159475,0.000000
lamp,oid_train_lamp00006.jpg,533,800,0.350000,0.330000,0.405253,0.347092
lamp,oid_train_lamp00006.jpg,533,800,0.397500,0.378750,0.433396,0.416510
lamp,oid_train_lamp00006.jpg,533,800,0.502500,0.476250,0.378987,0.315197
lamp,oid_train_lamp00006.jpg,533,800,0.612500,0.547500,0.028143,0.000000
lamp,oid_train_lamp00006.jpg,533,800,0.605000,0.583750,0.360225,0.311445
lamp,oid_train_lamp00006.jpg,533,800,0.615000,0.596250,0.469043,0.435272
lamp,oid_train_lamp00006.jpg,533,800,0.710000,0.698750,0.045028,0.028143
lamp,oid_train_lamp00006.jpg,533,800,0.726250,0.700000,0.348968,0.275797
lamp,oid_train_lamp00006.jpg,533,800,0.998750,0.986250,0.367730,0.330206
lamp,oid_train_lamp00009.jpg,2736,3648,0.446875,0.375000,0.358333,0.199167
lamp,oid_train_lamp00010.jpg,4288,2848,0.324859,0.224105,0.263750,0.158125
lamp,oid_train_lamp00013.jpg,2304,3456,0.202500,0.088125,0.617261,0.240150
lamp,oid_train_lamp00013.jpg,2304,3456,0.330000,0.235000,0.560976,0.228893
lamp,oid_train_lamp00015.jpg,1704,2272,0.112500,0.000000,0.627500,0.372500
lamp,oid_train_lamp00015.jpg,1704,2272,0.474375,0.409375,0.538333,0.382500
lamp,oid_train_lamp00016.jpg,2800,2159,0.644769,0.075426,0.469375,0.051250
lamp,oid_train_lamp00017.jpg,3008,2000,0.144873,0.116651,0.761250,0.732500
lamp,oid_train_lamp00017.jpg,3008,2000,0.255880,0.117592,0.629375,0.488125
lamp,oid_train_lamp00017.jpg,3008,2000,0.181562,0.158043,0.816250,0.740625
lamp,oid_train_lamp00017.jpg,3008,2000,0.201317,0.186265,0.807500,0.747500
lamp,oid_train_lamp00017.jpg,3008,2000,0.350894,0.307620,0.630000,0.561250
lamp,oid_train_lamp00017.jpg,3008,2000,0.505174,0.469426,0.713750,0.684375
lamp,oid_train_lamp00017.jpg,3008,2000,0.520226,0.492004,0.737500,0.708125
lamp,oid_train_lamp00017.jpg,3008,2000,0.539040,0.509878,0.753125,0.735625
lamp,oid_train_lamp00017.jpg,3008,2000,0.548448,0.520226,0.759375,0.744375
lamp,oid_train_lamp00018.jpg,362,480,0.479167,0.318750,0.491713,0.110497
lamp,oid_train_lamp00019.jpg,612,612,0.269608,0.155229,0.240196,0.125817
lamp,oid_train_lamp00019.jpg,612,612,0.475490,0.401961,0.403595,0.359477
lamp,oid_train_lamp00019.jpg,612,612,0.880719,0.789216,0.392157,0.313726
lamp,oid_train_lamp00019.jpg,612,612,0.913399,0.856209,0.452614,0.416667
lamp,oid_train_lamp00020.jpg,1936,2592,0.622500,0.526250,0.727197,0.552301
lamp,oid_train_lamp00021.jpg,2448,3264,0.285000,0.223125,0.850833,0.686667
lamp,oid_train_lamp00021.jpg,2448,3264,0.775000,0.351250,0.883333,0.000000
lamp,oid_train_lamp00021.jpg,2448,3264,0.530625,0.521250,0.642500,0.613333
lamp,oid_train_lamp00021.jpg,2448,3264,0.605625,0.561250,0.849167,0.760833
lamp,oid_train_lamp00021.jpg,2448,3264,0.999375,0.936250,0.704167,0.580000
lamp,oid_train_lamp00022.jpg,1936,2592,0.215000,0.066250,0.841004,0.415900
lamp,oid_train_lamp00022.jpg,1936,2592,0.484375,0.449375,0.621757,0.527197
lamp,oid_train_lamp00022.jpg,1936,2592,0.876250,0.840625,0.507950,0.430962
lamp,oid_train_lamp00023.jpg,2448,3264,0.603750,0.358125,0.138333,0.000000
lamp,oid_train_lamp00023.jpg,2448,3264,0.652500,0.605625,0.344167,0.000000
lamp,oid_train_lamp00023.jpg,2448,3264,0.859375,0.808750,0.182500,0.050000
lamp,oid_train_lamp00024.jpg,1000,1500,0.223333,0.166667,0.473000,0.431000
lamp,oid_train_lamp00024.jpg,1000,1500,0.223333,0.179333,0.512000,0.460000
lamp,oid_train_lamp00024.jpg,1000,1500,0.256667,0.228000,0.514000,0.468000
lamp,oid_train_lamp00024.jpg,1000,1500,0.329333,0.290000,0.491000,0.433000
lamp,oid_train_lamp00024.jpg,1000,1500,0.370667,0.330667,0.479000,0.437000
lamp,oid_train_lamp00024.jpg,1000,1500,0.405333,0.358000,0.458000,0.402000
lamp,oid_train_lamp00024.jpg,1000,1500,0.537333,0.512000,0.248000,0.223000
