class,filename,height,width,xmax,xmin,ymax,ymin
laptop,laptop00031.jpg,215,300,0.9795918367346939,0.09214594928880643,0.961340206185567,0.044673539518900345
laptop,laptop00032.jpg,149,300,1.0,0.00046125461254612545,0.850925925925926,0.013888888888888888
laptop,laptop00033.jpg,292,300,0.9837917485265226,0.004911591355599214,0.983366935483871,0.005040322580645161
laptop,laptop00034.jpg,215,300,0.866580728327425,0.058330647760232036,0.9722222222222222,0.00044802867383512545
laptop,laptop00035.jpg,236,300,0.5894308943089431,0.07243163340724317,0.7399250234301781,0.20196813495782567
laptop,laptop00035.jpg,236,300,0.983370288248337,0.016999260901699925,0.9779756326148079,0.01218369259606373
laptop,laptop00036.jpg,225,300,0.965625,0.4075,0.91,0.14583333333333334
laptop,laptop00037.jpg,200,300,0.9008333333333334,0.19816666666666666,0.99525,0.177
laptop,laptop00038.jpg,300,274,0.9693023255813954,0.026046511627906978,0.9736170212765958,0.02723404255319149
laptop,laptop00039.jpg,286,300,0.9518779342723005,0.006455399061032864,0.9692874692874693,0.03132678132678133
laptop,laptop00040.jpg,225,300,0.9912109375,0.012369791666666666,0.96875,0.061197916666666664
laptop,laptop00041.jpg,200,300,0.8140432098765432,0.10532407407407407,0.9991319444444444,0.00028935185185185184
laptop,laptop00042.jpg,225,300,0.982,0.0055,0.9686666666666667,0.012666666666666666
laptop,laptop00043.jpg,193,300,0.9690322580645161,0.02838709677419355,0.966,0.076
laptop,laptop00044.jpg,300,223,0.54,0.024,0.9076005961251863,0.6810730253353204
laptop,laptop00044.jpg,300,223,0.96,0.578,0.9746646795827124,0.6333830104321908
laptop,laptop00044.jpg,300,223,0.442,0.05,0.6125186289120715,0.33979135618479883
laptop,laptop00044.jpg,300,223,0.832,0.528,0.5991058122205664,0.3293591654247392
laptop,laptop00044.jpg,300,223,0.956,0.524,0.30402384500745155,0.0014903129657228018
laptop,laptop00047.jpg,225,300,0.876953125,0.1806640625,0.9908854166666666,0.0013020833333333333
laptop,laptop00049.jpg,300,200,1.0,0.01,0.7816666666666666,0.145
laptop,laptop00050.jpg,222,300,0.9866666666666667,0.02,0.9850299401197605,0.011976047904191617
laptop,laptop00051.jpg,226,300,0.68625,0.15375,0.75787728026534,0.1310116086235489
mug,laptop00051.jpg,226,300,0.75125,0.61875,0.5373134328358209,0.373134328358209
laptop,laptop00052.jpg,168,300,0.8150943396226416,0.180188679245283,0.9865771812080537,0.0016778523489932886
laptop,laptop00053.jpg,222,300,0.9988713318284425,0.006772009029345372,0.9923780487804879,0.001524390243902439
laptop,laptop00054.jpg,225,300,0.8706896551724138,0.07413793103448275,0.9839080459770115,0.034482758620689655
laptop,laptop00055.jpg,225,300,0.9799382716049383,0.06481481481481481,0.9434156378600823,0.01594650205761317
laptop,laptop00057.jpg,210,300,0.73,0.03,0.8857142857142857,0.06190476190476191
laptop,laptop00058.jpg,270,300,1.0,0.009244992295839754,0.9871794871794872,0.002564102564102564
laptop,laptop00059.jpg,199,300,0.885,0.05,0.9458917835671342,0.0966933867735471
laptop,laptop00060.jpg,225,300,0.7464488636363636,0.18039772727272727,0.9422348484848485,0.03598484848484849
laptop,laptop00061.jpg,225,300,0.6671875,0.2671875,0.7020833333333333,0.0625
laptop,laptop00062.jpg,225,300,1.0,0.4791666666666667,0.9638888888888889,0.20625
laptop,laptop00062.jpg,225,300,0.48020833333333335,0.0015625,0.9180555555555555,0.1840277777777778
laptop,laptop00064.jpg,269,300,0.97,0.04,0.9710467706013363,0.0378619153674833
laptop,laptop00065.jpg,300,236,0.9611848825331971,0.16104868913857678,0.7651006711409396,0.07785234899328859
laptop,laptop00066.jpg,225,300,0.8765625,0.08125,0.9958333333333333,0.0020833333333333333
mug,mug_00034.jpg,300,300,0.964,0.062,0.896,0.106
mug,mug_00035.jpg,300,300,0.9657534246575342,0.10684931506849316,0.9383561643835616,0.08082191780821918
mug,mug_00036.jpg,210,300,0.6,0.008333333333333333,0.9238095238095239,0.1380952380952381
mug,mug_00036.jpg,210,300,0.985,0.5166666666666667,0.7904761904761904,0.09285714285714286
mug,mug_00037.jpg,300,300,0.97,0.155,0.8616666666666667,0.15333333333333332
mug,mug_00038.jpg,220,300,0.730188679245283,0.14528301886792452,0.7897435897435897,0.0641025641025641
mug,mug_00039.jpg,300,208,0.7169811320754716,0.27547169811320754,0.6007853403141361,0.08769633507853403
mug,mug_00040.jpg,300,210,0.4169811320754717,0.020754716981132074,0.8690476190476191,0.5767195767195767
mug,mug_00040.jpg,300,210,0.8905660377358491,0.4867924528301887,0.9735449735449735,0.7526455026455027
mug,mug_00040.jpg,300,210,0.4169811320754717,0.016981132075471698,0.24603174603174602,0.007936507936507936
mug,mug_00040.jpg,300,210,0.42641509433962266,0.016981132075471698,0.5396825396825397,0.28835978835978837
mug,mug_00040.jpg,300,210,0.720754716981132,0.4490566037735849,0.19444444444444445,0.006613756613756613
mug,mug_00040.jpg,300,210,0.9886792452830189,0.7660377358490567,0.19047619047619047,0.007936507936507936
mug,mug_00040.jpg,300,210,0.6566037735849056,0.43018867924528303,0.44312169312169314,0.26455026455026454
mug,mug_00040.jpg,300,210,0.9849056603773585,0.6981132075471698,0.4523809523809524,0.26587301587301587
mug,mug_00040.jpg,300,210,0.6792452830188679,0.4377358490566038,0.701058201058201,0.503968253968254
mug,mug_00040.jpg,300,210,0.9830188679245283,0.7245283018867924,0.7142857142857143,0.5158730158730159
mug,mug_00042.jpg,230,300,0.9183333333333333,0.14166666666666666,0.9349240780911063,0.1019522776572668
mug,mug_00043.jpg,199,300,0.9275862068965517,0.46206896551724136,0.9352331606217616,0.29015544041450775
mug,mug_00043.jpg,199,300,0.5448275862068965,0.06896551724137931,0.772020725388601,0.10103626943005181
mug,mug_00044.jpg,203,300,0.9183546276098473,0.6004985976939856,0.7039080459770115,0.17977011494252873
mug,mug_00044.jpg,203,300,0.5780617014646308,0.23184792770333437,0.9457471264367816,0.34942528735632183
mug,mug_00044.jpg,203,300,0.30570271112496106,0.009971953879713306,0.6606896551724138,0.10896551724137932
mug,mug_00045.jpg,300,300,0.98,0.01,0.9666666666666667,0.0033333333333333335
mug,mug_00046.jpg,300,300,0.8397260273972603,0.10136986301369863,0.9123287671232877,0.1684931506849315
laptop,mug_00047.jpg,300,300,0.5666666666666667,0.0016666666666666668,0.9983333333333333,0.0016666666666666668
mug,mug_00047.jpg,300,300,0.9666666666666667,0.48833333333333334,0.7416666666666667,0.35
mug,mug_00048.jpg,197,300,0.7557142857142857,0.04,0.9891304347826086,0.05217391304347826
mug,mug_00049.jpg,300,270,0.8911111111111111,0.02,0.774,0.078
pen,mug_00049.jpg,300,270,0.9466666666666667,0.7155555555555555,0.888,0.644
mug,mug_00050.jpg,300,300,0.9911111111111112,0.013333333333333334,0.8644444444444445,0.16
mug,mug_00051.jpg,267,300,0.9273972602739726,0.13835616438356163,0.9153846153846154,0.1476923076923077
mug,mug_00052.jpg,200,300,0.73,0.19833333333333333,0.9,0.205
mug,mug_00053.jpg,281,300,0.769811320754717,0.08679245283018867,0.8410462776659959,0.1790744466800805
mug,mug_00054.jpg,256,300,0.730188679245283,0.360377358490566,0.7951541850220264,0.3656387665198238
mug,mug_00055.jpg,199,300,0.4660377358490566,0.04150943396226415,0.90625,0.21875
mug,mug_00055.jpg,199,300,0.9358490566037736,0.5867924528301887,0.7045454545454546,0.1534090909090909
mug,mug_00056.jpg,182,300,0.708498023715415,0.16699604743083005,0.9318181818181818,0.05519480519480519
mug,mug_00057.jpg,175,300,0.51,0.044,0.9180887372013652,0.07167235494880546
mug,mug_00057.jpg,175,300,0.964,0.51,0.8976109215017065,0.06825938566552901
notebook,notebook00001.jpg,224,300,0.990625,0.00125,1.0,0.015899581589958158
notebook,notebook00002.jpg,199,300,0.7962264150943397,0.17735849056603772,0.84375,0.06818181818181818
notebook,notebook00003.jpg,300,300,0.8685714285714285,0.14285714285714285,0.9885714285714285,0.017142857142857144
notebook,notebook00004.jpg,200,300,0.9183333333333333,0.09333333333333334,0.9275,0.0175
notebook,notebook00005.jpg,200,300,1.0,0.055,0.78,0.0025
notebook,notebook00006.jpg,199,300,0.9981132075471698,0.04905660377358491,0.9093484419263456,0.0028328611898017
notebook,notebook00007.jpg,200,300,0.38666666666666666,0.15166666666666667,0.5,0.015
notebook,notebook00007.jpg,200,300,0.62,0.39,0.5,0.0175
notebook,notebook00007.jpg,200,300,0.8516666666666667,0.6216666666666667,0.51,0.0175
notebook,notebook00007.jpg,200,300,0.6083333333333333,0.14666666666666667,0.9975,0.5025
notebook,notebook00008.jpg,300,200,0.7962264150943397,0.005660377358490566,0.9811320754716981,0.2792452830188679
notebook,notebook00008.jpg,300,200,1.0,0.3471698113207547,0.6867924528301886,0.15471698113207547
notebook,notebook00010.jpg,200,300,0.8966666666666666,0.39166666666666666,0.75,0.2075
notebook,notebook00011.jpg,300,228,0.8867924528301887,0.09622641509433963,0.9311334289813487,0.4146341463414634
notebook,notebook00011.jpg,300,228,0.8924528301886793,0.330188679245283,0.40746054519368724,0.07890961262553801
notebook,notebook00012.jpg,199,300,0.7616666666666667,0.205,0.964824120603015,0.06532663316582915
notebook,notebook00013.jpg,200,300,0.8916666666666667,0.075,0.935,0.0525
notebook,notebook00014.jpg,199,300,0.99625,0.00125,1.0,0.0018796992481203006
notebook,notebook00016.jpg,225,300,0.9957561728395061,0.027777777777777776,0.977880658436214,0.04372427983539095
notebook,notebook00017.jpg,300,225,0.9449588477366255,0.00051440329218107,0.9448302469135802,0.06674382716049383
notebook,notebook00018.jpg,300,225,0.948559670781893,0.00051440329218107,0.9583333333333334,0.07098765432098765
notebook,notebook00019.jpg,300,300,0.674,0.11,0.876,0.428
notebook,notebook00019.jpg,300,300,1.0,0.652,0.558,0.154
notebook,notebook00019.jpg,300,300,0.648,0.002,0.454,0.186
notebook,notebook00020.jpg,200,300,0.9326923076923077,0.054843304843304845,0.9399038461538461,0.057158119658119656
notebook,notebook00021.jpg,322,251,0.9840637450199203,0.01195219123505976,0.9906832298136646,0.003105590062111801
notebook,notebook00022.jpg,200,300,1.0,0.17618312757201646,0.6516203703703703,0.00038580246913580245
notebook,notebook00023.jpg,238,300,0.9986666666666667,0.0013333333333333333,0.998324958123953,0.0016750418760469012
notebook,notebook00024.jpg,300,199,0.9619143916413886,0.045837546343107514,0.7623006066052572,0.17164682093911482
notebook,notebook00025.jpg,225,300,1.0,0.018132716049382717,0.8245884773662552,0.08693415637860083
notebook,notebook00026.jpg,225,300,0.990625,0.0015625,0.9770833333333333,0.029166666666666667
notebook,notebook00027.jpg,195,300,0.9984375,0.0015625,1.0,0.13875598086124402
notebook,notebook00028.jpg,247,300,1.0,0.0012953367875647669,0.9984301412872841,0.0020931449502878076
notebook,notebook00029.jpg,200,300,0.8908344141807177,0.32879377431906615,0.9396887159533074,0.18450064850843062
notebook,notebook00029.jpg,200,300,0.7135754431474276,0.2883700821444012,0.8005836575875487,0.14526588845654995
notebook,notebook00029.jpg,200,300,0.554907047124946,0.14332036316472113,0.8343060959792478,0.1507782101167315
notebook,notebook00030.jpg,181,300,1.0,0.001715686274509804,0.997979797979798,0.0044444444444444444
notebook,notebook00032.jpg,200,300,0.8829732510288066,0.032407407407407406,0.9050925925925926,0.17708333333333334
notebook,notebook00033.jpg,233,300,0.9990999099909991,0.008100810081008101,1.0,0.0011587485515643105
notebook,notebook00034.jpg,232,300,0.9933333333333333,0.006666666666666667,0.9827586206896551,0.0021551724137931034
notebook,notebook00035.jpg,200,300,0.846441947565543,0.17298689138576778,0.9487359550561798,0.11973314606741572
notebook,notebook00036.jpg,248,300,0.9887048192771084,0.00941265060240964,1.0,0.007269422989550204
notebook,notebook00038.jpg,200,300,0.986875,0.000625,0.8734770384254921,0.03748828491096532
notebook,notebook00039.jpg,300,252,0.9831849653808111,0.018793273986152326,0.9975,0.0008333333333333334
notebook,notebook00040.jpg,275,335,1.0,0.0029850746268656717,0.9890909090909091,0.0036363636363636364
notebook,notebook00042.jpg,220,300,0.5191176470588236,0.075,0.762,0.37
notebook,notebook00043.jpg,199,300,0.9903125,0.13375,1.0,0.10145608266791921
notebook,notebook00044.jpg,225,300,0.9549887471867967,0.019504876219054765,0.873,0.042
notebook,notebook00045.jpg,224,300,0.8525,0.003125,1.0,0.31213389121338914
notebook,notebook00045.jpg,224,300,0.9775,0.05125,0.9966527196652719,0.005857740585774059
notebook,notebook00046.jpg,201,300,0.63,0.0016666666666666668,1.0,0.03482587064676617
notebook,notebook00046.jpg,201,300,1.0,0.24833333333333332,0.7686567164179104,0.0024875621890547263
notebook,notebook00047.jpg,300,300,0.963,0.006,0.992,0.001
notebook,notebook00048.jpg,300,263,0.9941176470588236,0.010588235294117647,0.9813664596273292,0.07349896480331262
notebook,notebook00052.jpg,225,300,0.512,0.124,0.9787234042553191,0.35106382978723405
calculator,oid_test_calculator00001.jpg,300,225,0.732860,0.172817,0.967931,0.169132
calculator,oid_test_calculator00002.jpg,200,300,0.871754,0.143738,0.905530,0.087744
calculator,oid_test_calculator00003.jpg,300,225,0.873961,0.097992,0.957168,0.058258
calculator,oid_test_calculator00004.jpg,300,225,0.831814,0.153691,0.903036,0.041485
calculator,oid_test_calculator00005.jpg,225,300,1.000000,0.000000,0.999986,0.001082
calculator,oid_test_calculator00006.jpg,193,300,1.000000,0.005484,0.981913,0.014090
calculator,oid_test_calculator00007.jpg,300,129,0.858772,0.134240,0.970089,0.027767
calculator,oid_test_calculator00008.jpg,275,300,0.970855,0.026841,0.967506,0.033085
calculator,oid_test_calculator00009.jpg,300,300,0.967065,0.032588,0.967319,0.033212
calculator,oid_test_calculator00010.jpg,200,300,1.000000,0.000000,0.999950,0.000000
calculator,oid_test_calculator00011.jpg,200,300,0.475983,0.156811,0.527197,0.103278
calculator,oid_test_calculator00011.jpg,200,300,0.734809,0.325698,0.935518,0.476328
calculator,oid_test_calculator00011.jpg,200,300,0.901918,0.501848,0.520077,0.065953
calculator,oid_test_calculator00012.jpg,225,300,1.000000,0.000000,0.938393,0.150985
laptop,oid_test_laptop00001.jpg,225,300,1.000000,0.000000,0.999812,0.000000
laptop,oid_test_laptop00002.jpg,225,300,0.930199,0.168532,0.951782,0.117138
laptop,oid_test_laptop00003.jpg,224,300,1.000000,0.000000,0.999802,0.005146
laptop,oid_test_laptop00004.jpg,225,300,0.494528,0.175158,0.731234,0.210327
laptop,oid_test_laptop00005.jpg,225,300,0.945666,0.034765,0.999897,0.054805
laptop,oid_test_laptop00006.jpg,225,300,0.990498,0.006911,1.000000,0.052447
laptop,oid_test_laptop00008.jpg,225,300,0.441008,0.000000,0.814456,0.452875
mug,oid_test_mug00003.jpg,200,300,1.000000,0.000000,1.000000,0.216757
mug,oid_test_mug00004.jpg,300,300,0.791289,0.026629,0.856729,0.148059
mug,oid_test_mug00005.jpg,195,300,0.466764,0.051109,0.818812,0.070404
mug,oid_test_mug00006.jpg,199,300,0.621103,0.446064,0.859813,0.693669
mug,oid_test_mug00007.jpg,225,300,1.000000,0.733521,0.175661,0.000000
mug,oid_test_mug00009.jpg,216,300,0.860908,0.305919,0.813059,0.267366
mug,oid_test_mug00010.jpg,300,300,0.997380,0.040279,0.977518,0.013443
mug,oid_test_mug00011.jpg,300,300,0.856282,0.132039,0.841713,0.121357
mug,oid_test_mug00012.jpg,219,300,1.000000,0.000000,1.000000,0.000476
mug,oid_test_mug00013.jpg,300,300,0.999998,0.043947,0.956682,0.000000
mug,oid_test_mug00014.jpg,300,274,0.945339,0.002595,1.000000,0.194256
mug,oid_test_mug00015.jpg,300,300,0.855970,0.252004,0.896418,0.055418
mug,oid_test_mug00079.jpg,300,300,0.985551,0.017514,0.856822,0.027652
mug,oid_test_mug00099.jpg,300,300,0.825445,0.000092,0.841154,0.080652
calculator,oid_train_calculator00001.jpg,300,232,0.816129,0.394355,0.675000,0.250000
calculator,oid_train_calculator00002.jpg,225,300,0.721250,0.182500,0.999167,0.150833
pen,oid_train_calculator00002.jpg,225,300,0.369375,0.041250,0.730833,0.000000
calculator,oid_train_calculator00003.jpg,300,225,0.640000,0.000000,0.999375,0.000000
calculator,oid_train_calculator00004.jpg,300,265,0.958245,0.000000,0.999375,0.275000
calculator,oid_train_calculator00005.jpg,225,300,0.999375,0.000000,0.999167,0.000000
calculator,oid_train_calculator00006.jpg,200,300,0.915625,0.628750,0.999062,0.615385
calculator,oid_train_calculator00007.jpg,300,300,0.982813,0.209375,0.998438,0.535937
calculator,oid_train_calculator00009.jpg,199,300,0.422500,0.000000,0.463850,0.000000
calculator,oid_train_calculator00010.jpg,225,300,0.504687,0.078125,0.933333,0.079167
calculator,oid_train_calculator00010.jpg,225,300,0.928125,0.532812,0.920833,0.075000
calculator,oid_train_calculator00011.jpg,300,227,0.985185,0.082305,0.920000,0.062500
calculator,oid_train_calculator00012.jpg,200,300,0.941875,0.195000,0.916510,0.360225
calculator,oid_train_calculator00013.jpg,300,200,0.999062,0.048780,0.976875,0.155625
calculator,oid_train_calculator00014.jpg,200,300,0.411250,0.055625,0.439024,0.063790
calculator,oid_train_calculator00015.jpg,200,300,0.238750,0.058125,0.715760,0.209193
calculator,oid_train_calculator00015.jpg,200,300,0.460625,0.271250,0.721388,0.209193
calculator,oid_train_calculator00015.jpg,200,300,0.686250,0.498125,0.715760,0.199812
calculator,oid_train_calculator00015.jpg,200,300,0.931250,0.737500,0.721388,0.188555
calculator,oid_train_calculator00016.jpg,225,300,0.843125,0.184375,0.733333,0.372500
calculator,oid_train_calculator00017.jpg,225,300,0.905625,0.536250,0.833333,0.115833
calculator,oid_train_calculator00018.jpg,225,300,0.650625,0.358750,0.966667,0.329167
calculator,oid_train_calculator00020.jpg,225,300,0.422656,0.006250,0.823958,0.090625
calculator,oid_train_calculator00021.jpg,200,300,0.903125,0.089375,0.906191,0.267355
calculator,oid_train_calculator00022.jpg,199,300,0.953125,0.019375,0.671375,0.099812
calculator,oid_train_calculator00023.jpg,225,300,0.242500,0.068125,0.798333,0.370833
calculator,oid_train_calculator00023.jpg,225,300,0.679375,0.389375,0.870000,0.160833
calculator,oid_train_calculator00024.jpg,218,300,0.573125,0.001875,0.999141,0.200172
notebook,oid_train_calculator00025.jpg,224,299,0.946735,0.000000,0.997706,0.000000
calculator,oid_train_calculator00025.jpg,224,299,0.517182,0.383162,0.997706,0.637615
